gene_symbol	historical_mechanisms	exact_condition_hpo_route	exact_route_with_inheritance	exact_route_with_penetrance	exact_route_with_both	exact_condition_count	exact_sources	exact_mechanisms	included_hpo_condition_with_inheritance_and_penetrance	unlinked_same_condition_hpo_candidate	unlinked_cross_condition_gene_wide_candidate	hpo_conditions_with_both
CYP19A1	GOF;LOF	1	0	0	0	2	Orphadata	GOF;LOF	0	0	0	
CYP24A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CYP26B1	LOF	0	0	0	0	0			0	0	0	
CYP26C1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
CYP27A1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CYP2C19	GOF	0	0	0	0	0			0	0	0	
CYP2U1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
CYP3A4	GOF	0	0	0	0	0			0	0	0	
CYP4V2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
D2HGDH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DACT1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DAG1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DALRD3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DARS2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DBT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DCAF17	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DCC	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:157600
DCDC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DCHS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DCLRE1C	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DCN	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
DCX	LOF	1	1	1	1	1	G2P_DDG2P	LOF	1	0	0	OMIM:300067
DDB2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DDC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DDHD1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DDHD2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DDOST	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DDR2	GOF	0	0	0	0	0			0	0	0	
DDRGK1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DDX11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DDX17	LOF	0	0	0	0	0			0	0	0	
DDX3X	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
DDX41	LOF	0	0	0	0	0			0	0	0	
DEAF1	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
DEGS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DENND5A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DENND5B	LOF	0	0	0	0	0			0	0	0	
DEPDC5	LOF	1	1	1	1	3	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:604364
DGAT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DGKE	LOF	0	0	0	0	0			0	0	0	
DHCR24	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DHCR7	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DHODH	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DHTKD1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DHX32	LOF	0	0	0	0	0			0	0	0	
DHX58	GOF	0	0	0	0	0			0	0	0	
DHX9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DIAPH1	GOF;LOF	1	1	0	0	3	GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
DICER1	LOF	0	0	0	0	0			0	0	0	
DIP2C	LOF	0	0	0	0	0			0	0	0	
DIS3L2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DISP1	LOF	0	0	0	0	0			0	0	0	
DKC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DLAT	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DLD	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DLG1	GOF	0	0	0	0	0			0	0	0	
DLG3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DLG4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DLG5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DLL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DLL3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DLL4	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
DLST		0	0	0	0	0			1	0	0	OMIM:618475
DLX3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DLX5		0	0	0	0	0			1	0	0	OMIM:183600
DMD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DMP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DMPK	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
DMRT1	GOF	0	0	0	0	0			0	0	0	
DNAAF11	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DNAAF19	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DNAAF3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DNAAF4	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DNAAF6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DNAH5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DNAH9	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DNAJB11	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DNAJB13	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DNAJB2	LOF	0	0	0	0	0			0	0	0	
DNAJC12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DNAJC13	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
DNAJC3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DNAJC30	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DNAJC6	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DNASE1L3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DNM1	DOMINANT_NEGATIVE;LOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
DNM1L	DOMINANT_NEGATIVE;GOF	1	1	0	0	2	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;GOF	0	0	0	
DNM2	GOF	0	0	0	0	0			0	0	0	
DNMBP	LOF	0	0	0	0	0			0	0	0	
DNMT3A	GOF;LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
DNMT3B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DOCK11	LOF	0	0	0	0	0			0	0	0	
DOCK2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DOCK3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DOCK4	LOF	0	0	0	0	0			0	0	0	
DOCK6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DOCK7	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DOCK8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DOK7	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DOLK	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DONSON	LOF	0	0	0	0	0			0	0	0	
DOT1L	GOF	0	0	0	0	0			0	0	0	
DPAGT1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DPF2	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
DPM1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DPM3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DPP6	GOF;LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DPYD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DPYS	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DPYSL5	LOF	0	0	0	0	0			0	0	0	
DRAM2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DRC1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DRD2	GOF	0	0	0	0	0			0	0	0	
DRG1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DSE	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DSG1	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
DSG2	GOF	1	1	0	0	2	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
DSG4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DSP	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
DSPP	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DSTYK	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DTHD1	LOF	0	0	0	0	0			0	0	0	
DTNBP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DUOX2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
DVL1	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
DVL3	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
DYM	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DYNC1I2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DYNC2H1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DYNC2I1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
DYRK1A	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
DYRK1B	GOF	0	0	0	0	0			0	0	0	
DZIP1L	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
EBF3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EBP	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ECEL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ECHS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ECM1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
EDA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EDAR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EDEM3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EDN1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EDN3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EDNRA	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
EDNRB	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
EEF1A2	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
EEF1B2	LOF	0	0	0	0	0			0	0	0	
EEF2	LOF	0	0	0	0	0			0	0	0	
EFEMP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EFL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EFNB1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EFTUD2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EGFR	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
EGLN1	GOF;LOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
EGR2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EHMT1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
EIF2AK3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EIF2AK4	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
EIF2B4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EIF2B5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EIF2S3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EIF3A	LOF	0	0	0	0	0			0	0	0	
EIF3B	LOF	0	0	0	0	0			0	0	0	
EIF3F	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EIF3K	LOF	0	0	0	0	0			0	0	0	
EIF4A2	GOF;LOF	0	0	0	0	0			0	0	0	
EIF4A3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
EIF5A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ELAC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ELANE	LOF	0	0	0	0	0			0	0	0	
ELF4	LOF	0	0	0	0	0			0	0	0	
ELFN1	LOF	0	0	0	0	0			0	0	0	
ELMO2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ELN	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ELOVL4	LOF	1	1	0	0	2	G2P_DDG2P	LOF	1	0	0	OMIM:133190
ELP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	1	0	0	OMIM:155255
ELP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ELP4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EMC1	DOMINANT_NEGATIVE;LOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
EMC10	LOF	0	0	0	0	0			0	0	0	
EMP2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ENG	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ENPP1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ENTPD1	GOF;LOF	0	0	0	0	0			0	0	0	
EOGT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EOMES	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EP300	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
EPAS1	GOF	0	0	0	0	0			0	0	0	
EPB41L3	LOF	0	0	0	0	0			0	0	0	
EPCAM	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
EPG5	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
EPHA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EPHA4	GOF	0	0	0	0	0			0	0	0	
EPHB2	GOF	0	0	0	0	0			0	0	0	
EPHB4	LOF	1	1	1	1	2	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:618196
EPM2A	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
EPO	GOF	0	0	0	0	0			0	0	0	
EPOR	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
EPRS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EPS15L1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
EPS8	LOF	0	0	0	0	0			0	0	0	
ERBB2	GOF	0	0	0	0	0			0	0	0	
ERBB3	GOF;LOF	0	0	0	0	0			0	0	0	
ERBB4	GOF	0	0	0	0	0			0	0	0	
ERBIN	LOF	0	0	0	0	0			0	0	0	
ERCC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ERCC2	LOF	1	1	0	0	3	G2P_DDG2P	LOF	0	0	0	
ERCC3	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
ERCC4	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
ERCC5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ERCC6	LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	LOF	0	0	0	
ERCC6L2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ERCC8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ERF	GOF;LOF	1	1	0	0	2	G2P_DDG2P	GOF;LOF	0	0	0	
ERI1	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
ERLIN2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ERMARD	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ESAM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ESCO2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ESPN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ESR1	GOF;LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ESR2	LOF	0	0	0	0	0			0	0	0	
ESRRB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ETFA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ETFB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ETFDH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ETHE1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EVC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EVC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EXOSC8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EXOSC9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EXPH5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EXT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EXT2	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
EYA1	LOF	1	1	1	1	1	G2P_DDG2P	LOF	1	0	0	OMIM:113650;OMIM:602588
EYA2	GOF	0	0	0	0	0			0	0	0	
EYA4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EYS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
EZH1	GOF;LOF	0	0	0	0	0			0	0	0	
EZH2	GOF	0	0	0	0	0			0	0	0	
EZR	LOF	0	0	0	0	0			0	0	0	
F12	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
F2	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
F5	GOF	0	0	0	0	0			0	0	0	
F7	GOF	0	0	0	0	0			0	0	0	
F9	GOF	0	0	0	0	0			0	0	0	
FA2H	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FAAH	GOF	0	0	0	0	0			0	0	0	
FAAP100	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FAH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FAM111A	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
FAM149B1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FAM161A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FAM177A1	LOF	0	0	0	0	0			0	0	0	
FAM20A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FAM20C	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FANCA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCB	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FANCC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCD2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCE	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCF	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCG	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCI	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FANCM	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FAR1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FARS2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FAS	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
FASTKD2	LOF	0	0	0	0	0			0	0	0	
FASTKD5	LOF	0	0	0	0	0			0	0	0	
FAT4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FBLN5	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
FBN1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FBN2	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
FBP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FBXL4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FBXO11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FBXO31	LOF	0	0	0	0	0			0	0	0	
FCGR2A	GOF	0	0	0	0	0			0	0	0	
FDFT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FDXR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FECH	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FEM1B	GOF	0	0	0	0	0			0	0	0	
FEM1C	DOMINANT_NEGATIVE	0	0	0	0	0			0	0	0	
FERMT1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FERMT3	LOF	0	0	0	0	0			0	0	0	
FEZF1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FEZF2	LOF	0	0	0	0	0			0	0	0	
FGD1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FGD4	LOF	0	0	0	0	0			0	0	0	
FGF10	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FGF12	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
FGF13	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
FGF14	LOF	0	0	0	0	0			0	0	0	
FGF20	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FGF23	GOF;LOF	1	0	0	0	1	Orphadata	GOF	1	0	0	OMIM:193100
FGF3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FGF8	LOF	1	0	0	0	2	Orphadata	LOF	0	0	0	
FGF9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FGFR1	DOMINANT_NEGATIVE;GOF;LOF	1	1	1	1	9	G2P_DDG2P;Orphadata	DOMINANT_NEGATIVE;GOF;LOF	1	0	0	OMIM:147950
FGFR2	GOF	1	1	0	0	15	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
FGFR3	GOF;LOF	1	1	0	0	16	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
FGFR4	GOF	0	0	0	0	0			0	0	0	
FGR	GOF	0	0	0	0	0			0	0	0	
FH	LOF	1	1	1	1	4	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:150800
FHL1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FIBP	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FICD	LOF	0	0	0	0	0			0	0	0	
FIG4	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
FILIP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FKBP10	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FKBP14	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FKBP15	LOF	0	0	0	0	0			0	0	0	
FKRP	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FKTN	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
FLAD1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FLCN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	1	0	0	OMIM:173600
FLG	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FLG2	LOF	0	0	0	0	0			0	0	0	
FLNA	GOF;LOF	1	1	0	0	9	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
FLNB	GOF;LOF	1	1	0	0	5	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
FLNC	LOF	0	0	0	0	0			0	0	0	
FLT3	GOF	0	0	0	0	0			0	0	0	
FLT4	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FLVCR1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FLVCR2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FMN2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FMNL2	GOF	0	0	0	0	0			0	0	0	
FMO3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
FMR1	GOF;LOF	1	1	1	1	4	G2P_DDG2P;Orphadata	GOF;LOF	1	0	0	OMIM:300624
FN1	GOF	0	0	0	0	0			0	0	0	
FNIP1	LOF	0	0	0	0	0			0	0	0	
FOLR1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXC1	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXC2	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXE1	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FOXE3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXG1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXJ1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
FOXL2	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
FOXN1	GOF;LOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
FOXP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
