gene_symbol	historical_mechanisms	exact_condition_hpo_route	exact_route_with_inheritance	exact_route_with_penetrance	exact_route_with_both	exact_condition_count	exact_sources	exact_mechanisms	included_hpo_condition_with_inheritance_and_penetrance	unlinked_same_condition_hpo_candidate	unlinked_cross_condition_gene_wide_candidate	hpo_conditions_with_both
TBX5	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TBXT	LOF	0	0	0	0	0			0	0	0	
TCF12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TCF20	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TCF4	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TCF7L2	LOF	0	0	0	0	0			0	0	0	
TCIRG1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TCN2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TCOF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TCP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TCTN1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TCTN2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TCTN3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TDP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TDRD7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TECPR2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TECRL	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TECTA	LOF	0	0	0	0	0			0	0	0	
TEDC1	LOF	0	0	0	0	0			0	0	0	
TEK	GOF;LOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
TENM3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TENM4		0	0	0	0	0			1	0	0	OMIM:616736
TENT5A	LOF	0	0	0	0	0			0	0	0	
TERC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	1	0	0	OMIM:614743
TERT	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	1	0	0	OMIM:614742
TET2	GOF;LOF	0	0	0	0	0			0	0	0	
TET3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TEX11	LOF	0	0	0	0	0			0	0	0	
TFG	GOF	0	0	0	0	0			0	0	0	
TFR2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TGDS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TGFB1	GOF;LOF	0	0	0	0	0			0	0	0	
TGFB2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TGFB3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TGFBR1	GOF;LOF	1	1	1	1	2	G2P_DDG2P	GOF;LOF	1	0	0	OMIM:132800
TGFBR2	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TGIF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TGM1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TGM3	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TGM5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TH	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
THAP1	LOF	1	1	1	1	1	G2P_DDG2P	LOF	1	0	0	OMIM:602629
THBD	GOF	0	0	0	0	0			0	0	0	
THBS4	GOF	0	0	0	0	0			0	0	0	
THOC2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
THOC6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
THPO	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
THRA	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TIA1	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
TIAM1	LOF	0	0	0	0	0			0	0	0	
TIMM8A	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TIMMDC1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TIMP3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TINF2	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
TKFC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TKT	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TLCD3B	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TLK2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TLR7	GOF	0	0	0	0	0			0	0	0	
TLR8	GOF	0	0	0	0	0			0	0	0	
TM2D3	LOF	0	0	0	0	0			0	0	0	
TM4SF20	LOF	0	0	0	0	0			0	0	0	
TMC1	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
TMC6	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TMC8	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TMCO1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TMEM107	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TMEM114	LOF	0	0	0	0	0			0	0	0	
TMEM126A	LOF	0	0	0	0	0			0	0	0	
TMEM126B	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TMEM127	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM138	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TMEM151A		0	0	0	0	0			1	0	0	OMIM:620245
TMEM165	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM175	GOF	0	0	0	0	0			0	0	0	
TMEM184B	LOF	0	0	0	0	0			0	0	0	
TMEM199	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM216	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TMEM218	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TMEM222	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM231	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TMEM237	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TMEM240	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM260	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM43	LOF	0	0	0	0	0			0	0	0	
TMEM63B	GOF	0	0	0	0	0			0	0	0	
TMEM67	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM70	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMEM94	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TMPRSS6	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TMTC3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TMX2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TNFAIP3	GOF;LOF	0	0	0	0	0			0	0	0	
TNFRSF11B	GOF	0	0	0	0	0			0	0	0	
TNFRSF13B	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TNFRSF4	LOF	0	0	0	0	0			0	0	0	
TNIK	LOF	0	0	0	0	0			0	0	0	
TNNI1	GOF	0	0	0	0	0			0	0	0	
TNNT3	LOF	0	0	0	0	0			0	0	0	
TNRC6B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TNXB	LOF	0	0	0	0	0			0	0	0	
TOE1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TOGARAM1	LOF	0	0	0	0	0			0	0	0	
TONSL	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TOP3A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TOPORS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TOR1A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	1	0	0	OMIM:128100
TOR1AIP1	LOF	0	0	0	0	0			0	0	0	
TP53	GOF;LOF	1	1	0	0	9	G2P_DDG2P;GoFCards_exact+ClinVar_VCV	GOF;LOF	0	0	0	
TP53RK	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TP63	DOMINANT_NEGATIVE;GOF;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
TP73	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TPCN2	GOF	0	0	0	0	0			0	0	0	
TPK1	LOF	0	0	0	0	0			0	0	0	
TPM3	GOF	0	0	0	0	0			0	0	0	
TPM4	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TPP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TPP2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TPRN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRAF3IP1	LOF	0	0	0	0	0			0	0	0	
TRAIP	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TRAK1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TRAPPC11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRAPPC12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRAPPC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRAPPC4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRAPPC6B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRAPPC9	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TRDN	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
TREM2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TREX1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRHR	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TRIB1	GOF	0	0	0	0	0			0	0	0	
TRIB3	GOF	0	0	0	0	0			0	0	0	
TRIM2	LOF	0	0	0	0	0			0	0	0	
TRIM28	LOF	0	0	0	0	0			0	0	0	
TRIM32	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRIM37	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRIM44	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
TRIM71	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRIM8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRIO	GOF;LOF	1	1	0	0	3	GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	0	0	0	
TRIP11	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TRIP12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRIP13	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TRIP4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRIT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRMT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRMT10A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRNT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRPA1	GOF	0	0	0	0	0			0	0	0	
TRPC6	GOF	1	1	0	0	2	GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
TRPM1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRPM3	GOF	0	0	0	0	0			0	0	0	
TRPM4	GOF	1	0	0	0	2	Orphadata	GOF	0	0	0	
TRPM7	GOF	0	0	0	0	0			0	0	0	
TRPM8	GOF	0	0	0	0	0			0	0	0	
TRPS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TRPV3	GOF	1	0	0	0	1	Orphadata	GOF	0	0	0	
TRPV4	GOF;LOF	1	1	1	1	5	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF;LOF	1	0	0	OMIM:181405;OMIM:600175;OMIM:606071
TRPV6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TSC1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TSC2	GOF;LOF	1	0	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
TSEN15	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TSEN54	LOF	0	0	0	0	0			0	0	0	
TSFM	LOF	0	0	0	0	0			0	0	0	
TSHB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TSHR	GOF;LOF	1	1	0	0	4	G2P_DDG2P;Orphadata	GOF;LOF	0	0	0	
TSHZ1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TSPAN12	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TSPAN7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TSPOAP1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TSPYL1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TSR2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TTC12	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TTC19	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TTC5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TTC7A	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TTC8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TTLL5	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TTN	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	1	0	0	OMIM:600334
TTPA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TTR	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
TUB	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TUBA1A	GOF	0	0	0	0	0			0	0	0	
TUBA4A	GOF	0	0	0	0	0			0	0	0	
TUBA8	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TUBB2B	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
TUBB4A	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
TUBGCP4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TUBGCP6	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TULP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TUSC3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
TWIST1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TWIST2	DOMINANT_NEGATIVE;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
TXN2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TXNDC15	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TXNL4A	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
TXNRD2	LOF	1	0	0	0	2	Orphadata	LOF	0	0	0	
TYK2	GOF;LOF	0	0	0	0	0			0	0	0	
TYMP	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TYR	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
TYROBP	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
TYRP1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UBA1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
UBA2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UBA5	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
UBE2A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UBE2T	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UBE3A	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
UBE3B	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
UBE4A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UBR1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
UBR5	LOF	0	0	0	0	0			0	0	0	
UBR7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UBTF	GOF	1	1	0	0	2	G2P_DDG2P;GoFCards_exact+ClinVar_VCV;Orphadata	GOF	0	0	0	
UCHL1	GOF;LOF	0	0	0	0	0			0	0	0	
UCP2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
UFM1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UFSP2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
UGGT1	LOF	0	0	0	0	0			0	0	0	
UGP2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UGT1A1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
UMPS	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
UNC13A	GOF;LOF	0	0	0	0	0			0	0	0	
UNC79	LOF	0	0	0	0	0			0	0	0	
UNC80	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UNC93B1	GOF	0	0	0	0	0			0	0	0	
UPF1	LOF	0	0	0	0	0			0	0	0	
UPF3B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UQCRB	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UQCRFS1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
UROD	LOF	0	0	0	0	0			0	0	0	
UROS	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
USB1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
USH1C	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
USH1G	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
USH2A	LOF	0	0	0	0	0			0	0	0	
USP18	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
USP25	GOF	0	0	0	0	0			0	0	0	
USP27X	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
USP45	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
USP48		0	0	0	0	0			1	0	0	OMIM:620227
USP7	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
USP8	GOF	0	0	0	0	0			0	0	0	
USP9X	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
UVSSA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VCAN	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
VCL	GOF	0	0	0	0	0			0	0	0	
VCP	LOF	0	0	0	0	0			0	0	0	
VDR	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VHL	GOF;LOF	1	1	0	0	2	G2P_DDG2P	GOF;LOF	0	0	0	
VIP	LOF	0	0	0	0	0			0	0	0	
VIPAS39	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VLDLR	GOF;LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VMA21		0	0	0	0	0			1	0	0	OMIM:310440
VMA22	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VPS11	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
VPS13B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VPS13C	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
VPS33B	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VPS35	GOF	0	0	0	0	0			0	0	0	
VPS4A	DOMINANT_NEGATIVE;LOF	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
VPS4B	LOF	0	0	0	0	0			0	0	0	
VPS53	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VRK1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
VSX2	LOF	1	1	0	0	2	G2P_DDG2P	LOF	0	0	0	
VWF	GOF	0	0	0	0	0			1	1	1	OMIM:193400
WAC	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
WAS	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
WASF1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WASHC5	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WBP4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDFY3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDPCP	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR19	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR26	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
WDR35	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR37	LOF	0	0	0	0	0			0	0	0	
WDR4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR44	GOF	0	0	0	0	0			0	0	0	
WDR45	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR62	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR73	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
WDR83OS	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WDR87	LOF	0	0	0	0	0			0	0	0	
WEE2	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
WFS1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
WHR1	GOF	0	0	0	0	0			0	0	0	
WHRN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WIPI2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WNK1	GOF;LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
WNT1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WNT10B	LOF	1	1	1	1	1	G2P_DDG2P	LOF	1	0	0	OMIM:225300
WNT3	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
WNT4	LOF	1	0	0	0	2	Orphadata	LOF	0	0	0	
WNT7A	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
WNT9B	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
WRAP53	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WRN	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
WT1	DOMINANT_NEGATIVE;GOF;LOF	1	1	0	0	2	G2P_DDG2P	DOMINANT_NEGATIVE;LOF	0	0	0	
WWOX	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
XPA	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
XPC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
XPNPEP3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
XPO1	LOF	0	0	0	0	0			0	0	0	
XRCC4	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
XYLT1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
XYLT2	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
YAP1	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
YARS1	GOF	1	1	0	0	1	GoFCards_exact+ClinVar_VCV	GOF	0	0	0	
YARS2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
YIF1B	LOF	0	0	0	0	0			0	0	0	
YRDC	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
YWHAG	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
YWHAZ	GOF	0	0	0	0	0			0	0	0	
YY1	LOF	1	0	0	0	1	Orphadata	LOF	0	0	0	
ZAP70	GOF	0	0	0	0	0			0	0	0	
ZBTB11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZBTB18	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZBTB20	DOMINANT_NEGATIVE	1	1	0	0	1	G2P_DDG2P	DOMINANT_NEGATIVE	0	0	0	
ZBTB40	LOF	0	0	0	0	0			0	0	0	
ZBTB7A	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZC4H2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZCCHC8	LOF	0	0	0	0	0			0	0	0	
ZDHHC15	LOF	0	0	0	0	0			0	0	0	
ZDHHC9	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZEB1	LOF	1	1	0	0	3	G2P_DDG2P;Orphadata	LOF	0	0	0	
ZEB2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZFHX3	LOF	0	0	0	0	0			0	0	0	
ZFHX4	LOF	0	0	0	0	0			0	0	0	
ZFP57	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZFTRAF1	LOF	0	0	0	0	0			0	0	0	
ZFX	LOF	0	0	0	0	0			0	0	0	
ZFYVE19	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZFYVE26	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZIC1	GOF	1	1	0	0	1	G2P_DDG2P	GOF	0	0	0	
ZIC2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZIC3	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZMIZ1	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZMPSTE24	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZMYM2	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZMYM6	LOF	0	0	0	0	0			0	0	0	
ZMYND10	LOF	1	1	0	0	2	G2P_DDG2P;Orphadata	LOF	0	0	0	
ZMYND11	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZMYND8	LOF	0	0	0	0	0			0	0	0	
ZNF142	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF148	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF292	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
ZNF335	LOF	1	1	0	0	1	G2P_DDG2P	LOF	0	0	0	
