gene_symbol	source	source_record_id	source_condition_id	mondo_id	disease_scope	priva_scope	scope_review_status	disease_label	inheritance	penetrance_raw	penetrance_hpo_ids	normalized_penetrance	patho_mode_raw	normalized_mechanisms	mechanism_confidence	disease_confidence	pmids	evidence_url	panel_or_submitter	phenotype_terms	notes
IQCB1	G2P_DDG2P	G2P02148						IQCB1-related Leber congenital amaurosis	biallelic_autosomal				loss of function	LOF	high	definitive	20881296; 23661368; 29219953	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000083; HP:0000090; HP:0000550; HP:0000556; HP:0011463	
ITM2B	G2P_DDG2P	G2P02149	OMIM:616079	MONDO:0014483	mendelian_non_neoplastic	include	auto_supported	ITM2B-related retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	24026677	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
KCNV2	G2P_DDG2P	G2P02150	OMIM:610356	MONDO:0012475	mendelian_non_neoplastic	include	auto_supported	KCNV2-related retinal cone dystrophy	biallelic_autosomal				loss of function	LOF	high	definitive	16909397; 19952985	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000548; HP:0000556; HP:0007663; HP:0030484	
KIZ	G2P_DDG2P	G2P02151	OMIM:615780	MONDO:0014345	mendelian_non_neoplastic	include	auto_supported	KIZ-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	strong	24680887; 28837078	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
KLHL7	G2P_DDG2P	G2P02152	OMIM:612943	MONDO:0013052	mendelian_non_neoplastic	include	auto_supported	KLHL7-related retinitis pigmentosa	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong	19520207; 22084217	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
LCA5	G2P_DDG2P	G2P02153	OMIM:604537	MONDO:0011473	mendelian_non_neoplastic	include	auto_supported	LCA5-related Leber congenital amaurosis	biallelic_autosomal				loss of function	LOF	high	definitive	17546029; 23946133; 27067258	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000556; HP:0011463	
LCAT	G2P_DDG2P	G2P02154	OMIM:136120	MONDO:0007620	mendelian_non_neoplastic	include	auto_supported	LCAT-related fish-eye disease	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
LEMD2	G2P_DDG2P	G2P02155	OMIM:212500	MONDO:0008925	mendelian_non_neoplastic	include	auto_supported	LEMD2-related cataract, juvenile-onset	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong	26788539	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
P3H2	G2P_DDG2P	G2P02156	OMIM:614292	MONDO:0013670	mendelian_non_neoplastic	include	auto_supported	P3H2-related myopia, high, with cataract and vitreoretinal degeneration	biallelic_autosomal				loss of function	LOF	high	strong	21885030; 24172257; 25469533; 30608193; 31560770	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000518; HP:0001083; HP:0011003	
LIM2	G2P_DDG2P	G2P02157	OMIM:615277	MONDO:0014111	mendelian_non_neoplastic	include	auto_supported	LIM2-related cataract, multiple types	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	11917274; 18596884; 27814360	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000518	
LSS	G2P_DDG2P	G2P02158	OMIM:616509	MONDO:0014673	mendelian_non_neoplastic	include	auto_supported	LSS-related cataract	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
LZTFL1	G2P_DDG2P	G2P02159	OMIM:615994	MONDO:0014445	mendelian_non_neoplastic	include	auto_supported	LZTFL1-related Bardet-Biedl syndrome	biallelic_autosomal				loss of function	LOF	high	strong	22510444; 23692385	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000135; HP:0000556; HP:0001513; HP:0010442; HP:0100543	
MAK	G2P_DDG2P	G2P02162	OMIM:614181	MONDO:0013611	mendelian_non_neoplastic	include	auto_supported	MAK-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
MAPKAPK3	G2P_DDG2P	G2P02163	OMIM:617111	MONDO:0014920	mendelian_non_neoplastic	include	auto_supported	MAPKAPK3-related macular dystrophy, patterned	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong	26744326; 27474146	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
MERTK	G2P_DDG2P	G2P02164	OMIM:613862	MONDO:0013469	mendelian_non_neoplastic	include	auto_supported	MERTK-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
MFN2	G2P_DDG2P	G2P02165	OMIM:601152	MONDO:0011002	mendelian_non_neoplastic	include	auto_supported	MFN2-related hereditary motor and sensory neuropathy	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
MFN2	G2P_DDG2P	G2P02166	OMIM:617087	MONDO:0014906	mendelian_non_neoplastic	include	auto_supported	MFN2-related Charcot-Marie-Tooth disease, axonal	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
MFRP	G2P_DDG2P	G2P02167	OMIM:609549	MONDO:0012299	mendelian_non_neoplastic	include	auto_supported	MFRP-related nanophthalmos	biallelic_autosomal				loss of function	LOF	high	definitive	17167404; 18554571; 19753314; 25383852	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556; HP:0000568; HP:0011505; HP:0012426	
MFSD6L	G2P_DDG2P	G2P02168		MONDO:0005129				MFSD6L-related congenital cataract	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	22935719	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000007; HP:0010864	
MIR204	G2P_DDG2P	G2P02169		MONDO:0014747				MIR204-related retinal dystrophy and iris coloboma with or without cataract	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
MTTP	G2P_DDG2P	G2P02170	OMIM:200100	MONDO:0008692	mendelian_non_neoplastic	include	auto_supported	MTTP-related abetalipoproteinemia	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
MVK	G2P_DDG2P	G2P02171	OMIM:260920	MONDO:0009849	mendelian_non_neoplastic	include	auto_supported	MVK-related hyper-IgD syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	11313769; 16435210; 22038276	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000478; HP:0000510; HP:0000543; HP:0000556; HP:0000598; HP:0000662; HP:0000707; HP:0000924; HP:0000988; HP:0001034; HP:0001369; HP:0001574; HP:0001744; HP:0001871; HP:0001939; HP:0001974; HP:0002013; HP:0002014; HP:0002027; HP:0002315; HP:0002321; HP:0002715; HP:0002716; HP:0002829; HP:0003261; HP:0003565; HP:0011897; HP:0025031; HP:0025142	
MVK	G2P_DDG2P	G2P02172	OMIM:610377	MONDO:0012481	mendelian_non_neoplastic	include	auto_supported	MVK-related mevalonic aciduria	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000518; HP:0000556; HP:0003812; HP:0003828	
MYO7A	G2P_DDG2P	G2P02173	OMIM:276900	MONDO:0700087	mendelian_non_neoplastic	include	auto_supported	MYO7A-related Usher syndrome	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000399; HP:0000510; HP:0000556; HP:0008555; HP:0011476	
NEK2	G2P_DDG2P	G2P02175	OMIM:615565	MONDO:0014256	mendelian_non_neoplastic	include	auto_supported	NEK2-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	limited	limited	24043777	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
NOD2	G2P_DDG2P	G2P02176	OMIM:186580	MONDO:0008523	mendelian_non_neoplastic	include	auto_supported	NOD2-related granulomatous synovitis with uveitis	monoallelic_autosomal	restricted mutation set			gain of function	GOF	high	definitive	11528384; 15459013	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000478; HP:0000501; HP:0000518; HP:0000554; HP:0000585; HP:0000707; HP:0000924; HP:0000964; HP:0001101; HP:0001291; HP:0001369; HP:0001386; HP:0001574; HP:0001939; HP:0002715; HP:0003011; HP:0003549; HP:0005830; HP:0007432; HP:0007813; HP:0011505; HP:0025230; HP:0040064; HP:0100490; HP:0100769; HP:0200042	
NOTCH2	G2P_DDG2P	G2P02177	OMIM:610205	MONDO:0012439	mendelian_non_neoplastic	include	auto_supported	NOTCH2-related Alagille syndrome	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
NPHP1	G2P_DDG2P	G2P02178	OMIM:609583	MONDO:0012308	mendelian_non_neoplastic	include	auto_supported	NPHP1-related Joubert syndrome	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000083; HP:0000090; HP:0000510; HP:0000556; HP:0000571; HP:0000639; HP:0000657; HP:0001251; HP:0001252; HP:0002194; HP:0002419; HP:0005957	
NPHP4	G2P_DDG2P	G2P02179	OMIM:606996	MONDO:0011756	mendelian_non_neoplastic	include	auto_supported	NPHP4-related Senior-Loken syndrome	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000090; HP:0000510; HP:0000556	
OAT	G2P_DDG2P	G2P02181	OMIM:258870	MONDO:0009796	mendelian_non_neoplastic	include	auto_supported	OAT-related gyrate atrophy of choroid and retina with or without ornithinemia	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000533; HP:0000545; HP:0000556; HP:0007819; HP:0008028; HP:0012025; HP:0012026; HP:0200065	
OCA2	G2P_DDG2P	G2P02182	OMIM:203200	MONDO:0018910	mendelian_non_neoplastic	include	manually_confirmed	OCA2-related oculocutaneous albinism	biallelic_autosomal				loss of function	LOF	high	definitive	7920637; 8302318	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000639; HP:0001010; HP:0001022; HP:0007750; HP:0007894; HP:0012805	
OFD1	G2P_DDG2P	G2P02183	OMIM:300424	MONDO:0010320	mendelian_non_neoplastic	include	auto_supported	OFD1-related retinitis pigmentosa	monoallelic_X_hemizygous				undetermined	UNMAPPED_MECHANISM	high	strong		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
OPN1LW	G2P_DDG2P	G2P02184	OMIM:303700	MONDO:0010563	mendelian_non_neoplastic	include	auto_supported	OPN1LW-related blue cone monochromacy	monoallelic_X_hemizygous				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
OPN1MW	G2P_DDG2P	G2P02185	OMIM:303700	MONDO:0010563	mendelian_non_neoplastic	include	auto_supported	OPN1MW-related blue cone monochromacy	monoallelic_X_hemizygous				undetermined	UNMAPPED_MECHANISM	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
OVOL2	G2P_DDG2P	G2P02186	OMIM:122000	MONDO:0007378	mendelian_non_neoplastic	include	auto_supported	OVOL2-related corneal dystrophy, posterior polymorphous	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	26749309; 28046031	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0001131; HP:0011488	
PANK2	G2P_DDG2P	G2P02187	OMIM:234200	MONDO:0009319	mendelian_non_neoplastic	include	auto_supported	PANK2-related HARP syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	11479594; 12058097	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
PCDH15	G2P_DDG2P	G2P02188	OMIM:602083	MONDO:0011186	mendelian_non_neoplastic	include	auto_supported	PCDH15-related Usher syndrome	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000399; HP:0000510; HP:0000556; HP:0011476	
PDE6A	G2P_DDG2P	G2P02189	OMIM:613810	MONDO:0013437	mendelian_non_neoplastic	include	auto_supported	PDE6A-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
PDE6B	G2P_DDG2P	G2P02190	OMIM:163500	MONDO:0008099	mendelian_non_neoplastic	include	auto_supported	PDE6B-related night blindness, congenital stationary	monoallelic_autosomal	restricted mutation set			gain of function	GOF	high	strong	24760071; 8075643	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0007642	
PDE6B	G2P_DDG2P	G2P02191	OMIM:613801	MONDO:0013429	mendelian_non_neoplastic	include	auto_supported	PDE6B-related retinitis pigmentosa	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
PDE6C	G2P_DDG2P	G2P02192	OMIM:613093	MONDO:0013129	mendelian_non_neoplastic	include	auto_supported	PDE6C-related cone dystrophy	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000548; HP:0000639; HP:0007401; HP:0011516	
GNAQ	G2P_DDG2P	G2P02193						GNAQ-related familial Sturge-Weber syndrome	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	28454448	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
GNAQ	G2P_DDG2P	G2P02194	OMIM:185300	MONDO:0008501	mendelian_non_neoplastic	include	auto_supported	GNAQ-related Sturge-Weber syndrome	monoallelic_autosomal	typically mosaic; restricted mutation set			gain of function	GOF	high	strong	23656586	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
COL17A1	G2P_DDG2P	G2P02195	OMIM:122400	MONDO:0007381	mendelian_non_neoplastic	include	auto_supported	COL17A1-related epithelial recurrent erosion dystrophy	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	definitive	25676728; 26786512; 27309958	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
NLRP1	G2P_DDG2P	G2P02196		MONDO:0014089				NLRP1-related corneal intraepithelial dyskeratosis	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	23349227	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
NLRP1	G2P_DDG2P	G2P02197	OMIM:617388	MONDO:0060457	mendelian_non_neoplastic	include	auto_supported	NLRP1-related autoinflammation with arthritis and dyskeratosis	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong	27965258	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PRDM5	G2P_DDG2P	G2P02198	OMIM:614170	MONDO:0013605	mendelian_non_neoplastic	include	auto_supported	PRDM5-related Brittle cornea syndrome	biallelic_autosomal				loss of function	LOF	high	definitive	21664999; 22122778; 27032025	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000483; HP:0000563; HP:0000592; HP:0001131; HP:0011003; HP:0100689	
PRDM5	G2P_DDG2P	G2P02199		MONDO:0019187				PRDM5-related Axenfeld-Rieger syndrome	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	26489929	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX10	G2P_DDG2P	G2P02200	OMIM:614871	MONDO:0013937	mendelian_non_neoplastic	include	auto_supported	PEX10-related peroxisome biogenesis disorder 6B	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX12	G2P_DDG2P	G2P02202	OMIM:266510	MONDO:0009959	mendelian_non_neoplastic	include	auto_supported	PEX12-related peroxisome biogenesis disorder 3B	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX13	G2P_DDG2P	G2P02203	OMIM:614885	MONDO:0013950	mendelian_non_neoplastic	include	auto_supported	PEX13-related peroxisome biogenesis disorder 11B	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX14	G2P_DDG2P	G2P02204						PEX14-related peroxisome biogenesis disorder 13A (Zellweger) (biallelic)	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX16	G2P_DDG2P	G2P02205	OMIM:614877	MONDO:0013943	mendelian_non_neoplastic	include	auto_supported	PEX16-related peroxisome biogenesis disorder 8B	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX2	G2P_DDG2P	G2P02206	OMIM:614867	MONDO:0013933	mendelian_non_neoplastic	include	auto_supported	PEX2-related peroxisome biogenesis disorder 5B	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000510; HP:0000556	
PEX26	G2P_DDG2P	G2P02207	OMIM:614873	MONDO:0013939	mendelian_non_neoplastic	include	auto_supported	PEX26-related peroxisome biogenesis disorder 7B	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX3	G2P_DDG2P	G2P02208	OMIM:617370	MONDO:0054549	mendelian_non_neoplastic	include	auto_supported	PEX3-related peroxisome biogenesis disorder 10B	biallelic_autosomal				undetermined	UNMAPPED_MECHANISM	high	strong	27557811	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX5	G2P_DDG2P	G2P02209	OMIM:202370	MONDO:0008736	mendelian_non_neoplastic	include	auto_supported	PEX5-related peroxisome biogenesis disorder 2B	biallelic_autosomal				loss of function	LOF	high	definitive	26220973	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX6	G2P_DDG2P	G2P02210	OMIM:614863	MONDO:0013931	mendelian_non_neoplastic	include	auto_supported	PEX6-related peroxisome biogenesis disorder 4B	biallelic_autosomal				loss of function	LOF	high	definitive	26387595	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
PEX7	G2P_DDG2P	G2P02211	OMIM:215100	MONDO:0008972	mendelian_non_neoplastic	include	auto_supported	PEX7-related rhizomelic chondrodysplasia punctata	biallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000407; HP:0000510; HP:0000556	
PHYH	G2P_DDG2P	G2P02212	OMIM:266500	MONDO:0009958	mendelian_non_neoplastic	include	auto_supported	PHYH-related Refsum disease	biallelic_autosomal				loss of function	LOF	high	definitive	9326939; 9326940	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000119; HP:0000152; HP:0000407; HP:0000458; HP:0000478; HP:0000508; HP:0000510; HP:0000518; HP:0000546; HP:0000556; HP:0000598; HP:0000616; HP:0000639; HP:0000662; HP:0000707; HP:0000924; HP:0001251; HP:0001265; HP:0001574; HP:0001626; HP:0001635; HP:0001638; HP:0001640; HP:0001761; HP:0001939; HP:0002654; HP:0002922; HP:0003011; HP:0003401; HP:0003474; HP:0003690; HP:0004689; HP:0007141; HP:0008064; HP:0009830; HP:0010571; HP:0011675; HP:0012211; HP:0040064	
PITPNM3	G2P_DDG2P	G2P02213	OMIM:600977	MONDO:0010969	mendelian_non_neoplastic	include	auto_supported	PITPNM3-related cone-rod dystrophy	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000556	
PITX2	G2P_DDG2P	G2P02214	OMIM:137600	MONDO:0007662	mendelian_non_neoplastic	include	auto_supported	PITX2-related anterior segment dysgenesis	monoallelic_autosomal				loss of function	LOF	high	definitive		https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0000526; HP:0000558; HP:0000627; HP:0000668; HP:0001087; HP:0004298; HP:0007676; HP:0007700; HP:0007873	
PLA2G5	G2P_DDG2P	G2P02217	OMIM:228980	MONDO:0009235	mendelian_non_neoplastic	include	auto_supported	PLA2G5-related fleck retina, familial benign	biallelic_autosomal				loss of function	LOF	high	definitive	22137173	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download		HP:0030506	
REV3L	G2P_DDG2P	G2P02222		MONDO:0008006				REV3L-related Moebius syndrome	monoallelic_autosomal				undetermined	UNMAPPED_MECHANISM	limited	limited	26068067	https://www.ebi.ac.uk/gene2phenotype/api/panel/all/download			
